"Country";"Dates";"TotalCases";"DailyNewCases";"ActiveCases";"TotalDeaths";"DailyNewDeaths";"created_at"
"US";"2020-02-15";15;0;12;0;0;"2020-05-09 12:49:35"
"US";"2020-02-16";15;0;12;0;0;"2020-05-09 12:49:35"
"US";"2020-02-17";15;0;12;0;0;"2020-05-09 12:49:35"
"US";"2020-02-18";15;0;12;0;0;"2020-05-09 12:49:35"
"US";"2020-02-19";15;0;12;0;0;"2020-05-09 12:49:35"
"US";"2020-02-20";15;0;10;0;0;"2020-05-09 12:49:35"
"US";"2020-02-21";35;20;29;0;0;"2020-05-09 12:49:35"
"US";"2020-02-22";35;0;29;0;0;"2020-05-09 12:49:35"
"US";"2020-02-23";35;0;28;0;0;"2020-05-09 12:49:35"
"US";"2020-02-24";53;18;48;0;0;"2020-05-09 12:49:35"
"US";"2020-02-25";57;4;51;0;0;"2020-05-09 12:49:35"
"US";"2020-02-26";60;3;54;0;0;"2020-05-09 12:49:35"
"US";"2020-02-27";60;0;54;0;0;"2020-05-09 12:49:35"
"US";"2020-02-28";63;3;57;0;0;"2020-05-09 12:49:35"
"US";"2020-02-29";68;5;60;1;1;"2020-05-09 12:49:35"
"US";"2020-03-01";75;7;65;1;0;"2020-05-09 12:49:35"
"US";"2020-03-02";100;25;85;6;5;"2020-05-09 12:49:35"
"US";"2020-03-03";124;24;106;9;3;"2020-05-09 12:49:35"
"US";"2020-03-04";158;34;138;11;2;"2020-05-09 12:49:35"
"US";"2020-03-05";221;63;200;12;1;"2020-05-09 12:49:35"
"US";"2020-03-06";319;98;289;15;3;"2020-05-09 12:49:35"
"US";"2020-03-07";435;116;401;19;4;"2020-05-09 12:49:35"
"US";"2020-03-08";541;106;504;22;3;"2020-05-09 12:49:35"
"US";"2020-03-09";704;163;663;26;4;"2020-05-09 12:49:35"
"US";"2020-03-10";994;290;949;30;4;"2020-05-09 12:49:35"
"US";"2020-03-11";1301;307;1248;38;8;"2020-05-09 12:49:35"
"US";"2020-03-12";1630;329;1581;41;3;"2020-05-09 12:49:35"
"US";"2020-03-13";2183;553;2126;48;7;"2020-05-09 12:49:35"
"US";"2020-03-14";2771;588;2664;58;10;"2020-05-09 12:49:35"
"US";"2020-03-15";3617;846;3484;73;15;"2020-05-09 12:49:35"
"US";"2020-03-16";4604;987;4434;95;22;"2020-05-09 12:49:35"
"US";"2020-03-17";6357;1753;6129;121;26;"2020-05-09 12:49:35"
"US";"2020-03-18";9317;2960;9032;171;50;"2020-05-09 12:49:35"
"US";"2020-03-19";13898;4581;13548;239;68;"2020-05-09 12:49:35"
"US";"2020-03-20";19551;5653;19092;309;70;"2020-05-09 12:49:35"
"US";"2020-03-21";24418;4867;23870;374;65;"2020-05-09 12:49:35"
"US";"2020-03-22";33840;9422;33150;509;135;"2020-05-09 12:49:35"
"US";"2020-03-23";44189;10349;43199;689;180;"2020-05-09 12:49:35"
"US";"2020-03-24";55398;11209;54044;957;268;"2020-05-09 12:49:35"
"US";"2020-03-25";68905;13507;67231;1260;303;"2020-05-09 12:49:35"
"US";"2020-03-26";86379;17474;82872;1614;354;"2020-05-09 12:49:35"
"US";"2020-03-27";105217;18838;100548;2110;496;"2020-05-09 12:49:35"
"US";"2020-03-28";124788;19571;118766;2754;644;"2020-05-09 12:49:35"
"US";"2020-03-29";144980;20192;137133;3251;497;"2020-05-09 12:49:35"
"US";"2020-03-30";168177;23197;158563;4066;815;"2020-05-09 12:49:35"
"US";"2020-03-31";193353;25176;180900;5151;1085;"2020-05-09 12:49:35"
"US";"2020-04-01";220295;26942;204966;6394;1243;"2020-05-09 12:49:35"
"US";"2020-04-02";250708;30413;232646;7576;1182;"2020-05-09 12:49:35"
"US";"2020-04-03";283477;32769;262257;8839;1263;"2020-05-09 12:49:35"
"US";"2020-04-04";317994;34517;292687;10384;1545;"2020-05-09 12:49:35"
"US";"2020-04-05";343747;25753;313879;11793;1409;"2020-05-09 12:49:35"
"US";"2020-04-06";375348;31601;342203;13298;1505;"2020-05-09 12:49:35"
"US";"2020-04-07";409225;33877;371824;15526;2228;"2020-05-09 12:49:35"
"US";"2020-04-08";441569;32344;400987;17691;2165;"2020-05-09 12:49:35"
"US";"2020-04-09";475515;33946;429785;19802;2111;"2020-05-09 12:49:35"
"US";"2020-04-10";509604;34089;460252;22038;2236;"2020-05-09 12:49:35"
"US";"2020-04-11";539942;30338;485427;24062;2024;"2020-05-09 12:49:35"
"US";"2020-04-12";567708;27766;509285;25789;1727;"2020-05-09 12:49:35"
"US";"2020-04-13";594693;26985;530230;27515;1726;"2020-05-09 12:49:35"
"US";"2020-04-14";621953;27260;553052;30081;2566;"2020-05-09 12:49:35"
"US";"2020-04-15";652474;30521;571061;32712;2631;"2020-05-09 12:49:35"
"US";"2020-04-16";682454;29980;590041;34905;2193;"2020-05-09 12:49:35"
"US";"2020-04-17";714822;32368;616864;37448;2543;"2020-05-09 12:49:35"
"US";"2020-04-18";743901;29079;636301;39331;1883;"2020-05-09 12:49:35"
"US";"2020-04-19";770014;26113;657926;40901;1570;"2020-05-09 12:49:35"
"US";"2020-04-20";798145;28131;682903;42853;1952;"2020-05-09 12:49:35"
"US";"2020-04-21";824229;26084;695770;45536;2683;"2020-05-09 12:49:35"
"US";"2020-04-22";854385;30156;721847;47894;2358;"2020-05-09 12:49:35"
"US";"2020-04-23";886274;31889;748724;50234;2340;"2020-05-09 12:49:35"
"US";"2020-04-24";925232;38958;762609;52191;1957;"2020-05-09 12:49:35"
"US";"2020-04-25";960651;35419;788233;54256;2065;"2020-05-09 12:49:35"
"US";"2020-04-26";987160;26509;812967;55412;1156;"2020-05-09 12:49:35"
"US";"2020-04-27";1010356;23196;814571;56795;1383;"2020-05-09 12:49:35"
"US";"2020-04-28";1035765;25409;834262;59265;2470;"2020-05-09 12:49:35"
"US";"2020-04-29";1064194;28429;855128;61655;2390;"2020-05-09 12:49:35"
"US";"2020-04-30";1095023;30829;878843;63856;2201;"2020-05-09 12:49:35"
"US";"2020-05-01";1131030;36007;903714;65753;1897;"2020-05-09 12:49:35"
"US";"2020-05-02";1160774;29744;920012;67444;1691;"2020-05-09 12:49:35"
"US";"2020-05-03";1188122;27348;941262;68597;1153;"2020-05-09 12:49:35"
"US";"2020-05-04";1212835;24713;954887;69921;1324;"2020-05-09 12:49:35"
"US";"2020-05-05";1237633;24798;964736;72271;2350;"2020-05-09 12:49:35"
"US";"2020-05-06";1263092;25459;975312;74799;2528;"2020-05-09 12:49:35"
"US";"2020-05-07";1292623;29531;998445;76928;2129;"2020-05-09 12:49:35"
"US";"2020-05-08";1321785;29162;1019567;78615;1687;"2020-05-09 12:49:35"
"France";"2020-02-15";12;0;7;1;0;"2020-05-09 12:49:35"
"France";"2020-02-16";12;0;7;1;0;"2020-05-09 12:49:35"
"France";"2020-02-17";12;0;6;1;0;"2020-05-09 12:49:35"
"France";"2020-02-18";12;0;4;1;0;"2020-05-09 12:49:35"
"France";"2020-02-19";12;0;4;1;0;"2020-05-09 12:49:35"
"France";"2020-02-20";12;0;4;1;0;"2020-05-09 12:49:35"
"France";"2020-02-21";12;0;4;1;0;"2020-05-09 12:49:35"
"France";"2020-02-22";12;0;1;1;0;"2020-05-09 12:49:35"
"France";"2020-02-23";12;0;1;1;0;"2020-05-09 12:49:35"
"France";"2020-02-24";12;0;0;1;0;"2020-05-09 12:49:35"
"France";"2020-02-25";14;2;2;1;0;"2020-05-09 12:49:35"
"France";"2020-02-26";18;4;5;2;1;"2020-05-09 12:49:35"
"France";"2020-02-27";38;20;25;2;0;"2020-05-09 12:49:35"
"France";"2020-02-28";57;19;44;2;0;"2020-05-09 12:49:35"
"France";"2020-02-29";100;43;86;2;0;"2020-05-09 12:49:35"
"France";"2020-03-01";130;30;116;2;0;"2020-05-09 12:49:35"
"France";"2020-03-02";191;61;176;3;1;"2020-05-09 12:49:35"
"France";"2020-03-03";212;21;196;4;1;"2020-05-09 12:49:35"
"France";"2020-03-04";285;73;269;4;0;"2020-05-09 12:49:35"
"France";"2020-03-05";423;138;404;7;3;"2020-05-09 12:49:35"
"France";"2020-03-06";653;230;632;9;2;"2020-05-09 12:49:35"
"France";"2020-03-07";949;296;921;16;7;"2020-05-09 12:49:35"
"France";"2020-03-08";1209;260;1178;19;3;"2020-05-09 12:49:35"
"France";"2020-03-09";1412;203;1370;30;11;"2020-05-09 12:49:35"
"France";"2020-03-10";1784;372;1739;33;3;"2020-05-09 12:49:35"
"France";"2020-03-11";2281;497;2221;48;15;"2020-05-09 12:49:35"
"France";"2020-03-12";2876;595;2803;61;13;"2020-05-09 12:49:35"
"France";"2020-03-13";3661;785;3570;79;18;"2020-05-09 12:49:35"
"France";"2020-03-14";4499;838;4396;91;12;"2020-05-09 12:49:35"
"France";"2020-03-15";5423;924;5284;127;36;"2020-05-09 12:49:35"
"France";"2020-03-16";6633;1210;6473;148;21;"2020-05-09 12:49:35"
"France";"2020-03-17";7730;1097;6953;175;27;"2020-05-09 12:49:35"
"France";"2020-03-18";9134;1404;8268;264;89;"2020-05-09 12:49:35"
"France";"2020-03-19";10995;1861;9328;372;108;"2020-05-09 12:49:35"
"France";"2020-03-20";12612;1617;10575;450;78;"2020-05-09 12:49:35"
"France";"2020-03-21";14459;1847;12310;562;112;"2020-05-09 12:49:35"
"France";"2020-03-22";16018;1559;13144;674;112;"2020-05-09 12:49:35"
"France";"2020-03-23";19856;3838;16796;860;186;"2020-05-09 12:49:35"
"France";"2020-03-24";22304;2448;17923;1100;240;"2020-05-09 12:49:35"
"France";"2020-03-25";25233;2929;20002;1331;231;"2020-05-09 12:49:35"
"France";"2020-03-26";29155;3922;22511;1696;365;"2020-05-09 12:49:35"
"France";"2020-03-27";32964;3809;25269;1995;299;"2020-05-09 12:49:35"
"France";"2020-03-28";37575;4611;29561;2314;319;"2020-05-09 12:49:35"
"France";"2020-03-29";40174;2599;30366;2606;292;"2020-05-09 12:49:35"
"France";"2020-03-30";44550;4376;33599;3024;418;"2020-05-09 12:49:35"
"France";"2020-03-31";52128;7578;39161;3523;499;"2020-05-09 12:49:35"
"France";"2020-04-01";56989;4861;42022;4032;509;"2020-05-09 12:49:35"
"France";"2020-04-02";59105;2116;41290;5387;1355;"2020-05-09 12:49:35"
"France";"2020-04-03";76460;17355;55945;6507;1120;"2020-05-09 12:49:35"
"France";"2020-04-04";83019;6559;60021;7560;1053;"2020-05-09 12:49:35"
"France";"2020-04-05";87719;4700;63458;8078;518;"2020-05-09 12:49:35"
"France";"2020-04-06";90452;2733;64291;8911;833;"2020-05-09 12:49:35"
"France";"2020-04-07";99180;8728;69515;10328;1417;"2020-05-09 12:49:35"
"France";"2020-04-08";103061;3881;70938;10869;541;"2020-05-09 12:49:35"
"France";"2020-04-09";107696;4635;72280;12210;1341;"2020-05-09 12:49:35"
"France";"2020-04-10";113927;6231;75798;13197;987;"2020-05-09 12:49:35"
"France";"2020-04-11";118178;4251;77955;13832;635;"2020-05-09 12:49:35"
"France";"2020-04-12";120633;2455;79054;14393;561;"2020-05-09 12:49:35"
"France";"2020-04-13";124298;3665;81613;14967;574;"2020-05-09 12:49:35"
"France";"2020-04-14";130253;5955;85719;15729;762;"2020-05-09 12:49:35"
"France";"2020-04-15";133644;3391;85522;17167;1438;"2020-05-09 12:49:35"
"France";"2020-04-16";140772;7128;90040;17920;753;"2020-05-09 12:49:35"
"France";"2020-04-17";143116;2344;90015;18681;761;"2020-05-09 12:49:35"
"France";"2020-04-18";146782;3666;91476;19323;642;"2020-05-09 12:49:35"
"France";"2020-04-19";147844;1062;91548;19718;395;"2020-05-09 12:49:35"
"France";"2020-04-20";150278;2434;92604;20265;547;"2020-05-09 12:49:35"
"France";"2020-04-21";153531;3253;93554;20796;531;"2020-05-09 12:49:35"
"France";"2020-04-22";155944;2413;93947;21340;544;"2020-05-09 12:49:35"
"France";"2020-04-23";158183;2239;94239;21856;516;"2020-05-09 12:49:35"
"France";"2020-04-24";159828;1645;94090;22245;389;"2020-05-09 12:49:35"
"France";"2020-04-25";161488;1660;94280;22614;369;"2020-05-09 12:49:35"
"France";"2020-04-26";162100;612;94341;22856;242;"2020-05-09 12:49:35"
"France";"2020-04-27";163273;1173;94467;23293;437;"2020-05-09 12:49:35"
"France";"2020-04-28";165911;2638;95365;23660;367;"2020-05-09 12:49:35"
"France";"2020-04-29";166420;509;94105;24087;427;"2020-05-09 12:49:35"
"France";"2020-04-30";167178;758;93326;24376;289;"2020-05-09 12:49:35"
"France";"2020-05-01";167346;168;92540;24594;218;"2020-05-09 12:49:35"
"France";"2020-05-02";168396;1050;93074;24760;166;"2020-05-09 12:49:35"
"France";"2020-05-03";168693;297;93014;24895;135;"2020-05-09 12:49:35"
"France";"2020-05-04";169462;769;92890;25201;306;"2020-05-09 12:49:35"
"France";"2020-05-05";170551;1089;92284;25531;330;"2020-05-09 12:49:35"
"France";"2020-05-06";174191;3640;94410;25809;278;"2020-05-09 12:49:35"
"France";"2020-05-07";174791;600;93777;25987;178;"2020-05-09 12:49:35"
"France";"2020-05-08";176079;1288;94067;26230;243;"2020-05-09 12:49:35"
"UK";"2020-02-15";9;0;1;0;0;"2020-05-09 12:49:36"
"UK";"2020-02-16";9;0;1;0;0;"2020-05-09 12:49:36"
"UK";"2020-02-17";9;0;1;0;0;"2020-05-09 12:49:36"
"UK";"2020-02-18";9;0;1;0;0;"2020-05-09 12:49:36"
"UK";"2020-02-19";9;0;1;0;0;"2020-05-09 12:49:36"
"UK";"2020-02-20";9;0;1;0;0;"2020-05-09 12:49:36"
"UK";"2020-02-21";9;0;1;0;0;"2020-05-09 12:49:36"
"UK";"2020-02-22";9;0;1;0;0;"2020-05-09 12:49:36"
"UK";"2020-02-23";13;4;5;0;0;"2020-05-09 12:49:36"
"UK";"2020-02-24";13;0;5;0;0;"2020-05-09 12:49:36"
"UK";"2020-02-25";13;0;5;0;0;"2020-05-09 12:49:36"
"UK";"2020-02-26";13;0;5;0;0;"2020-05-09 12:49:36"
"UK";"2020-02-27";16;3;8;0;0;"2020-05-09 12:49:36"
"UK";"2020-02-28";20;4;12;0;0;"2020-05-09 12:49:36"
"UK";"2020-02-29";23;3;15;0;0;"2020-05-09 12:49:36"
"UK";"2020-03-01";36;13;28;0;0;"2020-05-09 12:49:36"
"UK";"2020-03-02";39;3;31;0;0;"2020-05-09 12:49:36"
"UK";"2020-03-03";51;12;43;0;0;"2020-05-09 12:49:36"
"UK";"2020-03-04";87;36;79;0;0;"2020-05-09 12:49:36"
"UK";"2020-03-05";116;29;97;1;1;"2020-05-09 12:49:36"
"UK";"2020-03-06";164;48;145;1;0;"2020-05-09 12:49:36"
"UK";"2020-03-07";209;45;190;1;0;"2020-05-09 12:49:36"
"UK";"2020-03-08";278;69;258;2;1;"2020-05-09 12:49:36"
"UK";"2020-03-09";321;43;300;3;1;"2020-05-09 12:49:36"
"UK";"2020-03-10";383;62;358;7;4;"2020-05-09 12:49:36"
"UK";"2020-03-11";460;77;435;7;0;"2020-05-09 12:49:36"
"UK";"2020-03-12";590;130;563;9;2;"2020-05-09 12:49:36"
"UK";"2020-03-13";798;208;770;10;1;"2020-05-09 12:49:36"
"UK";"2020-03-14";1140;342;1094;28;18;"2020-05-09 12:49:36"
"UK";"2020-03-15";1391;251;1328;43;15;"2020-05-09 12:49:36"
"UK";"2020-03-16";1543;152;1426;65;22;"2020-05-09 12:49:36"
"UK";"2020-03-17";1950;407;1804;81;16;"2020-05-09 12:49:36"
"UK";"2020-03-18";2626;676;2446;115;34;"2020-05-09 12:49:36"
"UK";"2020-03-19";3269;643;3046;158;43;"2020-05-09 12:49:36"
"UK";"2020-03-20";3983;714;3724;194;36;"2020-05-09 12:49:36"
"UK";"2020-03-21";5018;1035;4675;250;56;"2020-05-09 12:49:36"
"UK";"2020-03-22";5683;665;5305;285;35;"2020-05-09 12:49:36"
"UK";"2020-03-23";6650;967;6156;359;74;"2020-05-09 12:49:36"
"UK";"2020-03-24";8077;1427;7434;508;149;"2020-05-09 12:49:36"
"UK";"2020-03-25";9529;1452;8700;694;186;"2020-05-09 12:49:36"
"UK";"2020-03-26";11658;2129;10646;877;183;"2020-05-09 12:49:36"
"UK";"2020-03-27";14543;2885;13247;1161;284;"2020-05-09 12:49:36"
"UK";"2020-03-28";17089;2546;15499;1455;294;"2020-05-09 12:49:36"
"UK";"2020-03-29";19522;2433;17718;1669;214;"2020-05-09 12:49:36"
"UK";"2020-03-30";22141;2619;19963;2043;374;"2020-05-09 12:49:36"
"UK";"2020-03-31";25150;3009;22590;2425;382;"2020-05-09 12:49:36"
"UK";"2020-04-01";29474;4324;26244;3095;670;"2020-05-09 12:49:36"
"UK";"2020-04-02";33718;4244;29836;3747;652;"2020-05-09 12:49:36"
"UK";"2020-04-03";38168;4450;33572;4461;714;"2020-05-09 12:49:36"
"UK";"2020-04-04";41903;3735;36547;5221;760;"2020-05-09 12:49:36"
"UK";"2020-04-05";47806;5903;41806;5865;644;"2020-05-09 12:49:36"
"UK";"2020-04-06";51608;3802;45040;6433;568;"2020-05-09 12:49:36"
"UK";"2020-04-07";55242;3634;47636;7471;1038;"2020-05-09 12:49:36"
"UK";"2020-04-08";60733;5491;52093;8505;1034;"2020-05-09 12:49:36"
"UK";"2020-04-09";65077;4344;55334;9608;1103;"2020-05-09 12:49:36"
"UK";"2020-04-10";73758;8681;62654;10760;1152;"2020-05-09 12:49:36"
"UK";"2020-04-11";78991;5233;67048;11599;839;"2020-05-09 12:49:36"
"UK";"2020-04-12";84279;5288;71650;12285;686;"2020-05-09 12:49:36"
"UK";"2020-04-13";88621;4342;75248;13029;744;"2020-05-09 12:49:36"
"UK";"2020-04-14";93873;5252;79456;14073;1044;"2020-05-09 12:49:36"
"UK";"2020-04-15";98476;4603;83217;14915;842;"2020-05-09 12:49:36"
"UK";"2020-04-16";103093;4617;86805;15944;1029;"2020-05-09 12:49:36"
"UK";"2020-04-17";108692;5599;91469;16879;935;"2020-05-09 12:49:36"
"UK";"2020-04-18";114217;5525;95879;17994;1115;"2020-05-09 12:49:36"
"UK";"2020-04-19";120067;5850;101231;18492;498;"2020-05-09 12:49:36"
"UK";"2020-04-20";124743;4676;105348;19051;559;"2020-05-09 12:49:36"
"UK";"2020-04-21";129044;4301;108477;20223;1172;"2020-05-09 12:49:36"
"UK";"2020-04-22";133495;4451;112091;21060;837;"2020-05-09 12:49:36"
"UK";"2020-04-23";138078;4583;115947;21787;727;"2020-05-09 12:49:36"
"UK";"2020-04-24";143464;5386;120328;22792;1005;"2020-05-09 12:49:36"
"UK";"2020-04-25";148377;4913;124398;23635;843;"2020-05-09 12:49:36"
"UK";"2020-04-26";152840;4463;128441;24055;420;"2020-05-09 12:49:36"
"UK";"2020-04-27";157149;4309;132412;24393;338;"2020-05-09 12:49:36"
"UK";"2020-04-28";161145;3996;135499;25302;909;"2020-05-09 12:49:36"
"UK";"2020-04-29";165221;4076;138780;26097;795;"2020-05-09 12:49:36"
"UK";"2020-04-30";171253;6032;144138;26771;674;"2020-05-09 12:49:36"
"UK";"2020-05-01";177454;6201;149600;27510;739;"2020-05-09 12:49:36"
"UK";"2020-05-02";182260;4806;153785;28131;621;"2020-05-09 12:49:36"
"UK";"2020-05-03";186599;4339;157809;28446;315;"2020-05-09 12:49:36"
"UK";"2020-05-04";190584;3985;161506;28734;288;"2020-05-09 12:49:36"
"UK";"2020-05-05";194990;4406;165219;29427;693;"2020-05-09 12:49:36"
"UK";"2020-05-06";201101;6111;170681;30076;649;"2020-05-09 12:49:36"
"UK";"2020-05-07";206715;5614;175756;30615;539;"2020-05-09 12:49:36"
"UK";"2020-05-08";211364;4649;179779;31241;626;"2020-05-09 12:49:36"
"Italy";"2020-02-15";3;0;3;0;0;"2020-05-09 12:49:36"
"Italy";"2020-02-16";3;0;3;0;0;"2020-05-09 12:49:36"
"Italy";"2020-02-17";3;0;3;0;0;"2020-05-09 12:49:36"
"Italy";"2020-02-18";3;0;3;0;0;"2020-05-09 12:49:36"
"Italy";"2020-02-19";3;0;3;0;0;"2020-05-09 12:49:36"
"Italy";"2020-02-20";4;1;4;0;0;"2020-05-09 12:49:36"
"Italy";"2020-02-21";21;17;19;1;1;"2020-05-09 12:49:36"
"Italy";"2020-02-22";79;58;75;2;1;"2020-05-09 12:49:36"
"Italy";"2020-02-23";157;78;152;3;1;"2020-05-09 12:49:36"
"Italy";"2020-02-24";229;72;221;7;4;"2020-05-09 12:49:36"
"Italy";"2020-02-25";323;94;310;11;4;"2020-05-09 12:49:36"
"Italy";"2020-02-26";470;147;455;12;1;"2020-05-09 12:49:36"
"Italy";"2020-02-27";655;185;593;17;5;"2020-05-09 12:49:36"
"Italy";"2020-02-28";889;234;822;21;4;"2020-05-09 12:49:36"
"Italy";"2020-02-29";1128;239;1049;29;8;"2020-05-09 12:49:36"
"Italy";"2020-03-01";1701;573;1577;41;12;"2020-05-09 12:49:36"
"Italy";"2020-03-02";2036;335;1835;52;11;"2020-05-09 12:49:36"
"Italy";"2020-03-03";2502;466;2263;79;27;"2020-05-09 12:49:36"
"Italy";"2020-03-04";3089;587;2706;107;28;"2020-05-09 12:49:36"
"Italy";"2020-03-05";3858;769;3296;148;41;"2020-05-09 12:49:36"
"Italy";"2020-03-06";4636;778;3916;197;49;"2020-05-09 12:49:36"
"Italy";"2020-03-07";5883;1247;5061;233;36;"2020-05-09 12:49:36"
"Italy";"2020-03-08";7375;1492;6387;366;133;"2020-05-09 12:49:36"
"Italy";"2020-03-09";9172;1797;7985;463;97;"2020-05-09 12:49:36"
"Italy";"2020-03-10";10149;977;8514;631;168;"2020-05-09 12:49:36"
"Italy";"2020-03-11";12462;2313;10590;827;196;"2020-05-09 12:49:36"
"Italy";"2020-03-12";15113;2651;12839;1016;189;"2020-05-09 12:49:36"
"Italy";"2020-03-13";17660;2547;14955;1266;250;"2020-05-09 12:49:36"
"Italy";"2020-03-14";21157;3497;17750;1441;175;"2020-05-09 12:49:36"
"Italy";"2020-03-15";24747;3590;20603;1809;368;"2020-05-09 12:49:36"
"Italy";"2020-03-16";27980;3233;23073;2158;349;"2020-05-09 12:49:36"
"Italy";"2020-03-17";31506;3526;26062;2503;345;"2020-05-09 12:49:36"
"Italy";"2020-03-18";35713;4207;28710;2978;475;"2020-05-09 12:49:36"
"Italy";"2020-03-19";41035;5322;33190;3405;427;"2020-05-09 12:49:36"
"Italy";"2020-03-20";47021;5986;37860;4032;627;"2020-05-09 12:49:36"
"Italy";"2020-03-21";53578;6557;42681;4825;793;"2020-05-09 12:49:36"
"Italy";"2020-03-22";59138;5560;46638;5476;651;"2020-05-09 12:49:36"
"Italy";"2020-03-23";63927;4789;50418;6077;601;"2020-05-09 12:49:36"
"Italy";"2020-03-24";69176;5249;54030;6820;743;"2020-05-09 12:49:36"
"Italy";"2020-03-25";74386;5210;57521;7503;683;"2020-05-09 12:49:36"
"Italy";"2020-03-26";80589;6203;62013;8215;712;"2020-05-09 12:49:36"
"Italy";"2020-03-27";86498;5909;66414;9134;919;"2020-05-09 12:49:36"
"Italy";"2020-03-28";92472;5974;70065;10023;889;"2020-05-09 12:49:36"
"Italy";"2020-03-29";97689;5217;73880;10779;756;"2020-05-09 12:49:36"
"Italy";"2020-03-30";101739;4050;75528;11591;812;"2020-05-09 12:49:36"
"Italy";"2020-03-31";105792;4053;77635;12428;837;"2020-05-09 12:49:36"
"Italy";"2020-04-01";110574;4782;80572;13155;727;"2020-05-09 12:49:36"
"Italy";"2020-04-02";115242;4668;83049;13915;760;"2020-05-09 12:49:36"
"Italy";"2020-04-03";119827;4585;85388;14681;766;"2020-05-09 12:49:36"
"Italy";"2020-04-04";124632;4805;88274;15362;681;"2020-05-09 12:49:36"
"Italy";"2020-04-05";128948;4316;91246;15887;525;"2020-05-09 12:49:36"
"Italy";"2020-04-06";132547;3599;93187;16523;636;"2020-05-09 12:49:36"
"Italy";"2020-04-07";135586;3039;94067;17127;604;"2020-05-09 12:49:36"
"Italy";"2020-04-08";139422;3836;95262;17669;542;"2020-05-09 12:49:36"
"Italy";"2020-04-09";143626;4204;96877;18279;610;"2020-05-09 12:49:36"
"Italy";"2020-04-10";147577;3951;98273;18849;570;"2020-05-09 12:49:36"
"Italy";"2020-04-11";152271;4694;100269;19468;619;"2020-05-09 12:49:36"
"Italy";"2020-04-12";156363;4092;102253;19899;431;"2020-05-09 12:49:36"
"Italy";"2020-04-13";159516;3153;103616;20465;566;"2020-05-09 12:49:36"
"Italy";"2020-04-14";162488;2972;104291;21067;602;"2020-05-09 12:49:36"
"Italy";"2020-04-15";165155;2667;105418;21645;578;"2020-05-09 12:49:36"
"Italy";"2020-04-16";168941;3786;106607;22170;525;"2020-05-09 12:49:36"
"Italy";"2020-04-17";172434;3493;106962;22745;575;"2020-05-09 12:49:36"
"Italy";"2020-04-18";175925;3491;107771;23227;482;"2020-05-09 12:49:36"
"Italy";"2020-04-19";178972;3047;108257;23660;433;"2020-05-09 12:49:36"
"Italy";"2020-04-20";181228;2256;108237;24114;454;"2020-05-09 12:49:36"
"Italy";"2020-04-21";183957;2729;107709;24648;534;"2020-05-09 12:49:36"
"Italy";"2020-04-22";187327;3370;107699;25085;437;"2020-05-09 12:49:36"
"Italy";"2020-04-23";189973;2646;106848;25549;464;"2020-05-09 12:49:36"
"Italy";"2020-04-24";192994;3021;106527;25969;420;"2020-05-09 12:49:36"
"Italy";"2020-04-25";195351;2357;105847;26384;415;"2020-05-09 12:49:36"
"Italy";"2020-04-26";197675;2324;106103;26644;260;"2020-05-09 12:49:36"
"Italy";"2020-04-27";199414;1739;105813;26977;333;"2020-05-09 12:49:36"
"Italy";"2020-04-28";201505;2091;105205;27359;382;"2020-05-09 12:49:36"
"Italy";"2020-04-29";203591;2086;104657;27682;323;"2020-05-09 12:49:36"
"Italy";"2020-04-30";205463;1872;101551;27967;285;"2020-05-09 12:49:36"
"Italy";"2020-05-01";207428;1965;100943;28236;269;"2020-05-09 12:49:36"
"Italy";"2020-05-02";209328;1900;100704;28710;474;"2020-05-09 12:49:36"
"Italy";"2020-05-03";210717;1389;100179;28884;174;"2020-05-09 12:49:36"
"Italy";"2020-05-04";211938;1221;99980;29079;195;"2020-05-09 12:49:36"
"Italy";"2020-05-05";213013;1075;98467;29315;236;"2020-05-09 12:49:36"
"Italy";"2020-05-06";214457;1444;91528;29684;369;"2020-05-09 12:49:36"
"Italy";"2020-05-07";215858;1401;89624;29958;274;"2020-05-09 12:49:36"
"Italy";"2020-05-08";217185;1327;87961;30201;243;"2020-05-09 12:49:36"
"Spain";"2020-02-15";2;0;0;0;0;"2020-05-09 12:49:37"
"Spain";"2020-02-16";2;0;0;0;0;"2020-05-09 12:49:37"
"Spain";"2020-02-17";2;0;0;0;0;"2020-05-09 12:49:37"
"Spain";"2020-02-18";2;0;0;0;0;"2020-05-09 12:49:37"
"Spain";"2020-02-19";2;0;0;0;0;"2020-05-09 12:49:37"
"Spain";"2020-02-20";2;0;0;0;0;"2020-05-09 12:49:37"
"Spain";"2020-02-21";2;0;0;0;0;"2020-05-09 12:49:37"
"Spain";"2020-02-22";2;0;0;0;0;"2020-05-09 12:49:37"
"Spain";"2020-02-23";2;0;0;0;0;"2020-05-09 12:49:37"
"Spain";"2020-02-24";3;1;1;0;0;"2020-05-09 12:49:37"
"Spain";"2020-02-25";9;6;7;0;0;"2020-05-09 12:49:37"
"Spain";"2020-02-26";13;4;11;0;0;"2020-05-09 12:49:37"
"Spain";"2020-02-27";25;12;23;0;0;"2020-05-09 12:49:37"
"Spain";"2020-02-28";33;8;31;0;0;"2020-05-09 12:49:37"
"Spain";"2020-02-29";58;25;56;0;0;"2020-05-09 12:49:37"
"Spain";"2020-03-01";84;26;82;0;0;"2020-05-09 12:49:37"
