"Country";"Dates";"TotalCases";"DailyNewCases";"ActiveCases";"TotalDeaths";"DailyNewDeaths";"created_at"
"Turkey";"2020-04-18";82329;3783;69986;1890;121;"2020-05-09 12:49:58"
"Turkey";"2020-04-19";86306;3977;72313;2017;127;"2020-05-09 12:49:58"
"Turkey";"2020-04-20";90980;4674;75410;2140;123;"2020-05-09 12:49:58"
"Turkey";"2020-04-21";95591;4611;78414;2259;119;"2020-05-09 12:49:58"
"Turkey";"2020-04-22";98674;3083;79821;2376;117;"2020-05-09 12:49:58"
"Turkey";"2020-04-23";101790;3116;80808;2491;115;"2020-05-09 12:49:58"
"Turkey";"2020-04-24";104912;3122;80575;2600;109;"2020-05-09 12:49:58"
"Turkey";"2020-04-25";107773;2861;79485;2706;106;"2020-05-09 12:49:58"
"Turkey";"2020-04-26";110130;2357;78185;2805;99;"2020-05-09 12:49:58"
"Turkey";"2020-04-27";112261;2131;75570;2900;95;"2020-05-09 12:49:58"
"Turkey";"2020-04-28";114653;2392;72852;2992;92;"2020-05-09 12:49:58"
"Turkey";"2020-04-29";117589;2936;70468;3081;89;"2020-05-09 12:49:58"
"Turkey";"2020-04-30";120204;2615;68144;3174;93;"2020-05-09 12:49:58"
"Turkey";"2020-05-01";122392;2188;65326;3258;84;"2020-05-09 12:49:58"
"Turkey";"2020-05-02";124375;1983;62780;3336;78;"2020-05-09 12:49:58"
"Turkey";"2020-05-03";126045;1670;59497;3397;61;"2020-05-09 12:49:58"
"Turkey";"2020-05-04";127659;1614;56032;3461;64;"2020-05-09 12:49:58"
"Turkey";"2020-05-05";129491;1832;52686;3520;59;"2020-05-09 12:49:58"
"Turkey";"2020-05-06";131744;2253;49958;3584;64;"2020-05-09 12:49:58"
"Turkey";"2020-05-07";133721;1977;47096;3641;57;"2020-05-09 12:49:58"
"Turkey";"2020-05-08";135569;1848;45484;3689;48;"2020-05-09 12:49:58"
"Switzerland";"2020-02-15";0;0;0;0;0;"2020-05-09 12:49:59"
"Switzerland";"2020-02-16";0;0;0;0;0;"2020-05-09 12:49:59"
"Switzerland";"2020-02-17";0;0;0;0;0;"2020-05-09 12:49:59"
"Switzerland";"2020-02-18";0;0;0;0;0;"2020-05-09 12:49:59"
"Switzerland";"2020-02-19";0;0;0;0;0;"2020-05-09 12:49:59"
"Switzerland";"2020-02-20";0;0;0;0;0;"2020-05-09 12:49:59"
"Switzerland";"2020-02-21";0;0;0;0;0;"2020-05-09 12:49:59"
"Switzerland";"2020-02-22";0;0;0;0;0;"2020-05-09 12:49:59"
"Switzerland";"2020-02-23";0;0;0;0;0;"2020-05-09 12:49:59"
"Switzerland";"2020-02-24";0;0;0;0;0;"2020-05-09 12:49:59"
"Switzerland";"2020-02-25";1;0;1;0;0;"2020-05-09 12:49:59"
"Switzerland";"2020-02-26";1;0;1;0;0;"2020-05-09 12:49:59"
"Switzerland";"2020-02-27";8;7;8;0;0;"2020-05-09 12:49:59"
"Switzerland";"2020-02-28";15;7;15;0;0;"2020-05-09 12:49:59"
"Switzerland";"2020-02-29";19;4;19;0;0;"2020-05-09 12:49:59"
"Switzerland";"2020-03-01";24;5;23;0;0;"2020-05-09 12:49:59"
"Switzerland";"2020-03-02";30;6;29;0;0;"2020-05-09 12:49:59"
"Switzerland";"2020-03-03";58;28;56;0;0;"2020-05-09 12:49:59"
"Switzerland";"2020-03-04";93;35;90;0;0;"2020-05-09 12:49:59"
"Switzerland";"2020-03-05";120;27;116;1;1;"2020-05-09 12:49:59"
"Switzerland";"2020-03-06";214;94;210;1;0;"2020-05-09 12:49:59"
"Switzerland";"2020-03-07";268;54;264;1;0;"2020-05-09 12:49:59"
"Switzerland";"2020-03-08";332;64;327;2;1;"2020-05-09 12:49:59"
"Switzerland";"2020-03-09";374;42;369;2;0;"2020-05-09 12:49:59"
"Switzerland";"2020-03-10";497;123;491;3;1;"2020-05-09 12:49:59"
"Switzerland";"2020-03-11";652;155;644;4;1;"2020-05-09 12:49:59"
"Switzerland";"2020-03-12";868;216;857;7;3;"2020-05-09 12:49:59"
"Switzerland";"2020-03-13";1139;271;1124;11;4;"2020-05-09 12:49:59"
"Switzerland";"2020-03-14";1375;236;1358;13;2;"2020-05-09 12:49:59"
"Switzerland";"2020-03-15";2217;842;2199;14;1;"2020-05-09 12:49:59"
"Switzerland";"2020-03-16";2353;136;2330;19;5;"2020-05-09 12:49:59"
"Switzerland";"2020-03-17";2742;389;2700;27;8;"2020-05-09 12:49:59"
"Switzerland";"2020-03-18";3115;373;3067;33;6;"2020-05-09 12:49:59"
"Switzerland";"2020-03-19";4222;1107;4164;43;10;"2020-05-09 12:49:59"
"Switzerland";"2020-03-20";5615;1393;5544;56;13;"2020-05-09 12:49:59"
"Switzerland";"2020-03-21";6863;1248;6652;80;24;"2020-05-09 12:49:59"
"Switzerland";"2020-03-22";7474;611;7245;98;18;"2020-05-09 12:49:59"
"Switzerland";"2020-03-23";8795;1321;8544;120;22;"2020-05-09 12:49:59"
"Switzerland";"2020-03-24";9877;1082;9624;122;2;"2020-05-09 12:49:59"
"Switzerland";"2020-03-25";10897;1020;10613;153;31;"2020-05-09 12:49:59"
"Switzerland";"2020-03-26";11811;914;11488;192;39;"2020-05-09 12:49:59"
"Switzerland";"2020-03-27";12928;1117;11167;231;39;"2020-05-09 12:49:59"
"Switzerland";"2020-03-28";14076;1148;12282;264;33;"2020-05-09 12:49:59"
"Switzerland";"2020-03-29";14829;753;12934;300;36;"2020-05-09 12:49:59"
"Switzerland";"2020-03-30";15922;1093;13740;359;59;"2020-05-09 12:49:59"
"Switzerland";"2020-03-31";16605;683;14349;433;74;"2020-05-09 12:49:59"
"Switzerland";"2020-04-01";17768;1163;14313;488;55;"2020-05-09 12:49:59"
"Switzerland";"2020-04-02";18827;1059;14278;536;48;"2020-05-09 12:49:59"
"Switzerland";"2020-04-03";19606;779;14169;591;55;"2020-05-09 12:49:59"
"Switzerland";"2020-04-04";20505;899;13424;666;75;"2020-05-09 12:49:59"
"Switzerland";"2020-04-05";21100;595;13970;715;49;"2020-05-09 12:49:59"
"Switzerland";"2020-04-06";21657;557;12836;765;50;"2020-05-09 12:49:59"
"Switzerland";"2020-04-07";22253;596;12728;821;56;"2020-05-09 12:49:59"
"Switzerland";"2020-04-08";23280;1027;12585;895;74;"2020-05-09 12:49:59"
"Switzerland";"2020-04-09";24051;771;12503;948;53;"2020-05-09 12:49:59"
"Switzerland";"2020-04-10";24551;500;12449;1002;54;"2020-05-09 12:49:59"
"Switzerland";"2020-04-11";25107;556;11971;1036;34;"2020-05-09 12:49:59"
"Switzerland";"2020-04-12";25415;308;11609;1106;70;"2020-05-09 12:49:59"
"Switzerland";"2020-04-13";25688;273;10850;1138;32;"2020-05-09 12:49:59"
"Switzerland";"2020-04-14";25936;248;11062;1174;36;"2020-05-09 12:49:59"
"Switzerland";"2020-04-15";26336;400;9697;1239;65;"2020-05-09 12:49:59"
"Switzerland";"2020-04-16";26732;396;9551;1281;42;"2020-05-09 12:49:59"
"Switzerland";"2020-04-17";27078;346;9351;1327;46;"2020-05-09 12:49:59"
"Switzerland";"2020-04-18";27404;326;8936;1368;41;"2020-05-09 12:49:59"
"Switzerland";"2020-04-19";27740;336;8547;1393;25;"2020-05-09 12:49:59"
"Switzerland";"2020-04-20";27944;204;7915;1429;36;"2020-05-09 12:49:59"
"Switzerland";"2020-04-21";28063;119;7185;1478;49;"2020-05-09 12:49:59"
"Switzerland";"2020-04-22";28268;205;6859;1509;31;"2020-05-09 12:49:59"
"Switzerland";"2020-04-23";28496;228;6347;1549;40;"2020-05-09 12:49:59"
"Switzerland";"2020-04-24";28677;181;6088;1589;40;"2020-05-09 12:49:59"
"Switzerland";"2020-04-25";28894;217;5995;1599;10;"2020-05-09 12:49:59"
"Switzerland";"2020-04-26";29061;167;5651;1610;11;"2020-05-09 12:49:59"
"Switzerland";"2020-04-27";29164;103;5299;1665;55;"2020-05-09 12:49:59"
"Switzerland";"2020-04-28";29264;100;4965;1699;34;"2020-05-09 12:49:59"
"Switzerland";"2020-04-29";29407;143;5091;1716;17;"2020-05-09 12:49:59"
"Switzerland";"2020-04-30";29586;179;4449;1737;21;"2020-05-09 12:49:59"
"Switzerland";"2020-05-01";29705;119;4051;1754;17;"2020-05-09 12:49:59"
"Switzerland";"2020-05-02";29817;112;3855;1762;8;"2020-05-09 12:49:59"
"Switzerland";"2020-05-03";29905;88;3643;1762;0;"2020-05-09 12:49:59"
"Switzerland";"2020-05-04";29981;76;2997;1784;22;"2020-05-09 12:49:59"
"Switzerland";"2020-05-05";30009;28;2814;1795;11;"2020-05-09 12:49:59"
"Switzerland";"2020-05-06";30060;51;2555;1805;10;"2020-05-09 12:49:59"
"Switzerland";"2020-05-07";30126;66;2416;1810;5;"2020-05-09 12:49:59"
"Switzerland";"2020-05-08";30207;81;2284;1823;13;"2020-05-09 12:49:59"
"Canada";"2020-02-15";8;0;7;0;0;"2020-05-09 12:49:59"
"Canada";"2020-02-16";8;0;7;0;0;"2020-05-09 12:49:59"
"Canada";"2020-02-17";8;0;7;0;0;"2020-05-09 12:49:59"
"Canada";"2020-02-18";8;0;7;0;0;"2020-05-09 12:49:59"
"Canada";"2020-02-19";8;0;7;0;0;"2020-05-09 12:49:59"
"Canada";"2020-02-20";8;0;6;0;0;"2020-05-09 12:49:59"
"Canada";"2020-02-21";9;1;6;0;0;"2020-05-09 12:49:59"
"Canada";"2020-02-22";9;0;6;0;0;"2020-05-09 12:49:59"
"Canada";"2020-02-23";10;1;7;0;0;"2020-05-09 12:49:59"
"Canada";"2020-02-24";11;1;8;0;0;"2020-05-09 12:49:59"
"Canada";"2020-02-25";11;0;8;0;0;"2020-05-09 12:49:59"
"Canada";"2020-02-26";12;1;9;0;0;"2020-05-09 12:49:59"
"Canada";"2020-02-27";14;2;11;0;0;"2020-05-09 12:49:59"
"Canada";"2020-02-28";15;1;12;0;0;"2020-05-09 12:49:59"
"Canada";"2020-02-29";20;5;16;0;0;"2020-05-09 12:49:59"
"Canada";"2020-03-01";24;4;20;0;0;"2020-05-09 12:49:59"
"Canada";"2020-03-02";27;3;20;0;0;"2020-05-09 12:49:59"
"Canada";"2020-03-03";30;3;23;0;0;"2020-05-09 12:49:59"
"Canada";"2020-03-04";34;4;27;0;0;"2020-05-09 12:49:59"
"Canada";"2020-03-05";37;3;29;0;0;"2020-05-09 12:49:59"
"Canada";"2020-03-06";54;17;46;0;0;"2020-05-09 12:49:59"
"Canada";"2020-03-07";60;6;52;0;0;"2020-05-09 12:49:59"
"Canada";"2020-03-08";66;6;58;0;0;"2020-05-09 12:49:59"
"Canada";"2020-03-09";77;11;68;1;1;"2020-05-09 12:49:59"
"Canada";"2020-03-10";95;18;86;1;0;"2020-05-09 12:49:59"
"Canada";"2020-03-11";110;15;100;1;0;"2020-05-09 12:49:59"
"Canada";"2020-03-12";142;32;130;1;0;"2020-05-09 12:49:59"
"Canada";"2020-03-13";198;56;186;1;0;"2020-05-09 12:49:59"
"Canada";"2020-03-14";252;54;240;1;0;"2020-05-09 12:49:59"
"Canada";"2020-03-15";341;89;329;1;0;"2020-05-09 12:49:59"
"Canada";"2020-03-16";441;100;426;4;3;"2020-05-09 12:49:59"
"Canada";"2020-03-17";598;157;578;8;4;"2020-05-09 12:49:59"
"Canada";"2020-03-18";727;129;706;9;1;"2020-05-09 12:49:59"
"Canada";"2020-03-19";873;146;850;12;3;"2020-05-09 12:49:59"
"Canada";"2020-03-20";1087;214;1061;12;0;"2020-05-09 12:49:59"
"Canada";"2020-03-21";1328;241;1295;19;7;"2020-05-09 12:49:59"
"Canada";"2020-03-22";1470;142;1436;20;1;"2020-05-09 12:49:59"
"Canada";"2020-03-23";2091;621;1747;24;4;"2020-05-09 12:49:59"
"Canada";"2020-03-24";2792;701;2654;26;2;"2020-05-09 12:49:59"
"Canada";"2020-03-25";3409;617;3188;36;10;"2020-05-09 12:49:59"
"Canada";"2020-03-26";4043;634;3776;39;3;"2020-05-09 12:49:59"
"Canada";"2020-03-27";4757;714;4348;55;16;"2020-05-09 12:49:59"
"Canada";"2020-03-28";5655;898;5199;60;5;"2020-05-09 12:49:59"
"Canada";"2020-03-29";6320;665;5682;65;5;"2020-05-09 12:49:59"
"Canada";"2020-03-30";7448;1128;6266;89;24;"2020-05-09 12:49:59"
"Canada";"2020-03-31";8612;1164;7269;101;12;"2020-05-09 12:49:59"
"Canada";"2020-04-01";9731;1119;7881;114;13;"2020-05-09 12:49:59"
"Canada";"2020-04-02";11283;1552;9131;173;59;"2020-05-09 12:49:59"
"Canada";"2020-04-03";12375;1092;9981;208;35;"2020-05-09 12:49:59"
"Canada";"2020-04-04";13912;1537;11086;231;23;"2020-05-09 12:49:59"
"Canada";"2020-04-05";15512;1600;12290;280;49;"2020-05-09 12:49:59"
"Canada";"2020-04-06";16667;1155;12728;323;43;"2020-05-09 12:49:59"
"Canada";"2020-04-07";17897;1230;13488;381;58;"2020-05-09 12:49:59"
"Canada";"2020-04-08";19438;1541;14463;427;46;"2020-05-09 12:49:59"
"Canada";"2020-04-09";20765;1327;14945;509;82;"2020-05-09 12:49:59"
"Canada";"2020-04-10";22148;1383;15566;569;60;"2020-05-09 12:49:59"
"Canada";"2020-04-11";23318;1170;16237;653;84;"2020-05-09 12:49:59"
"Canada";"2020-04-12";24383;1065;16494;717;64;"2020-05-09 12:49:59"
"Canada";"2020-04-13";25680;1297;17144;780;63;"2020-05-09 12:49:59"
"Canada";"2020-04-14";27063;1383;17925;903;123;"2020-05-09 12:49:59"
"Canada";"2020-04-15";28379;1316;18390;1010;107;"2020-05-09 12:49:59"
"Canada";"2020-04-16";30106;1727;19182;1195;185;"2020-05-09 12:49:59"
"Canada";"2020-04-17";31927;1821;20074;1310;115;"2020-05-09 12:49:59"
"Canada";"2020-04-18";33383;1456;20706;1470;160;"2020-05-09 12:49:59"
"Canada";"2020-04-19";35056;1673;21626;1587;117;"2020-05-09 12:49:59"
"Canada";"2020-04-20";36829;1773;22553;1690;103;"2020-05-09 12:49:59"
"Canada";"2020-04-21";38422;1593;23400;1834;144;"2020-05-09 12:49:59"
"Canada";"2020-04-22";40190;1768;24230;1974;140;"2020-05-09 12:49:59"
"Canada";"2020-04-23";42110;1920;25202;2147;173;"2020-05-09 12:49:59"
"Canada";"2020-04-24";43888;1778;26117;2302;155;"2020-05-09 12:49:59"
"Canada";"2020-04-25";45354;1466;26464;2465;163;"2020-05-09 12:49:59"
"Canada";"2020-04-26";46895;1541;27014;2560;95;"2020-05-09 12:49:59"
"Canada";"2020-04-27";48500;1605;27525;2707;147;"2020-05-09 12:49:59"
"Canada";"2020-04-28";50026;1526;27977;2859;152;"2020-05-09 12:49:59"
"Canada";"2020-04-29";51597;1571;28274;2996;137;"2020-05-09 12:49:59"
"Canada";"2020-04-30";53236;1639;28629;3184;188;"2020-05-09 12:49:59"
"Canada";"2020-05-01";55061;1825;28919;3391;207;"2020-05-09 12:49:59"
"Canada";"2020-05-02";56714;1653;29347;3566;175;"2020-05-09 12:49:59"
"Canada";"2020-05-03";59474;2760;30884;3682;116;"2020-05-09 12:49:59"
"Canada";"2020-05-04";60772;1298;30901;3854;172;"2020-05-09 12:49:59"
"Canada";"2020-05-05";62046;1274;31010;4043;189;"2020-05-09 12:49:59"
"Canada";"2020-05-06";63496;1450;31093;4232;189;"2020-05-09 12:49:59"
"Canada";"2020-05-07";64922;1426;31542;4408;176;"2020-05-09 12:49:59"
"Canada";"2020-05-08";66434;1512;31459;4569;161;"2020-05-09 12:49:59"
"Ireland";"2020-02-15";0;0;0;0;0;"2020-05-09 12:50:00"
"Ireland";"2020-02-16";0;0;0;0;0;"2020-05-09 12:50:00"
"Ireland";"2020-02-17";0;0;0;0;0;"2020-05-09 12:50:00"
"Ireland";"2020-02-18";0;0;0;0;0;"2020-05-09 12:50:00"
"Ireland";"2020-02-19";0;0;0;0;0;"2020-05-09 12:50:00"
"Ireland";"2020-02-20";0;0;0;0;0;"2020-05-09 12:50:00"
"Ireland";"2020-02-21";0;0;0;0;0;"2020-05-09 12:50:00"
"Ireland";"2020-02-22";0;0;0;0;0;"2020-05-09 12:50:00"
"Ireland";"2020-02-23";0;0;0;0;0;"2020-05-09 12:50:00"
"Ireland";"2020-02-24";0;0;0;0;0;"2020-05-09 12:50:00"
"Ireland";"2020-02-25";0;0;0;0;0;"2020-05-09 12:50:00"
"Ireland";"2020-02-26";0;0;0;0;0;"2020-05-09 12:50:00"
"Ireland";"2020-02-27";0;0;0;0;0;"2020-05-09 12:50:00"
"Ireland";"2020-02-28";0;0;0;0;0;"2020-05-09 12:50:00"
"Ireland";"2020-02-29";1;0;1;0;0;"2020-05-09 12:50:00"
"Ireland";"2020-03-01";1;0;1;0;0;"2020-05-09 12:50:00"
"Ireland";"2020-03-02";1;0;1;0;0;"2020-05-09 12:50:00"
"Ireland";"2020-03-03";2;1;2;0;0;"2020-05-09 12:50:00"
"Ireland";"2020-03-04";6;4;6;0;0;"2020-05-09 12:50:00"
"Ireland";"2020-03-05";13;7;13;0;0;"2020-05-09 12:50:00"
"Ireland";"2020-03-06";18;5;18;0;0;"2020-05-09 12:50:00"
"Ireland";"2020-03-07";19;1;19;0;0;"2020-05-09 12:50:00"
"Ireland";"2020-03-08";21;2;21;0;0;"2020-05-09 12:50:00"
"Ireland";"2020-03-09";24;3;24;0;0;"2020-05-09 12:50:00"
"Ireland";"2020-03-10";34;10;34;0;0;"2020-05-09 12:50:00"
"Ireland";"2020-03-11";43;9;42;1;1;"2020-05-09 12:50:00"
"Ireland";"2020-03-12";70;27;69;1;0;"2020-05-09 12:50:00"
"Ireland";"2020-03-13";90;20;89;1;0;"2020-05-09 12:50:00"
"Ireland";"2020-03-14";129;39;127;2;1;"2020-05-09 12:50:00"
"Ireland";"2020-03-15";170;41;167;2;0;"2020-05-09 12:50:00"
"Ireland";"2020-03-16";223;53;216;2;0;"2020-05-09 12:50:00"
"Ireland";"2020-03-17";292;69;285;2;0;"2020-05-09 12:50:00"
"Ireland";"2020-03-18";366;74;359;2;0;"2020-05-09 12:50:00"
"Ireland";"2020-03-19";557;191;549;3;1;"2020-05-09 12:50:00"
"Ireland";"2020-03-20";683;126;675;3;0;"2020-05-09 12:50:00"
"Ireland";"2020-03-21";785;102;777;3;0;"2020-05-09 12:50:00"
"Ireland";"2020-03-22";906;121;897;4;1;"2020-05-09 12:50:00"
"Ireland";"2020-03-23";1125;219;1114;6;2;"2020-05-09 12:50:00"
"Ireland";"2020-03-24";1329;204;1317;7;1;"2020-05-09 12:50:00"
"Ireland";"2020-03-25";1564;235;1550;9;2;"2020-05-09 12:50:00"
"Ireland";"2020-03-26";1819;255;1795;19;10;"2020-05-09 12:50:00"
"Ireland";"2020-03-27";2121;302;2094;22;3;"2020-05-09 12:50:00"
"Ireland";"2020-03-28";2415;294;2374;36;14;"2020-05-09 12:50:00"
"Ireland";"2020-03-29";2615;200;2564;46;10;"2020-05-09 12:50:00"
"Ireland";"2020-03-30";2910;295;2851;54;8;"2020-05-09 12:50:00"
"Ireland";"2020-03-31";3235;325;3159;71;17;"2020-05-09 12:50:00"
"Ireland";"2020-04-01";3447;212;3357;85;14;"2020-05-09 12:50:00"
"Ireland";"2020-04-02";3849;402;3746;98;13;"2020-05-09 12:50:00"
"Ireland";"2020-04-03";4273;424;4128;120;22;"2020-05-09 12:50:00"
"Ireland";"2020-04-04";4604;331;4442;137;17;"2020-05-09 12:50:00"
"Ireland";"2020-04-05";4994;390;4811;158;21;"2020-05-09 12:50:00"
"Ireland";"2020-04-06";5364;370;5165;174;16;"2020-05-09 12:50:00"
"Ireland";"2020-04-07";5709;345;5474;210;36;"2020-05-09 12:50:00"
"Ireland";"2020-04-08";6074;365;5814;235;25;"2020-05-09 12:50:00"
"Ireland";"2020-04-09";6574;500;6286;263;28;"2020-05-09 12:50:00"
"Ireland";"2020-04-10";8089;1515;7777;287;24;"2020-05-09 12:50:00"
"Ireland";"2020-04-11";8928;839;8583;320;33;"2020-05-09 12:50:00"
"Ireland";"2020-04-12";9655;727;9296;334;14;"2020-05-09 12:50:00"
"Ireland";"2020-04-13";10647;992;10257;365;31;"2020-05-09 12:50:00"
"Ireland";"2020-04-14";11479;832;11048;406;41;"2020-05-09 12:50:00"
"Ireland";"2020-04-15";12547;1068;12026;444;38;"2020-05-09 12:50:00"
"Ireland";"2020-04-16";13271;724;12708;486;42;"2020-05-09 12:50:00"
"Ireland";"2020-04-17";13980;709;13373;530;44;"2020-05-09 12:50:00"
"Ireland";"2020-04-18";14758;778;14110;571;41;"2020-05-09 12:50:00"
"Ireland";"2020-04-19";15251;493;14564;610;39;"2020-05-09 12:50:00"
"Ireland";"2020-04-20";15652;401;14888;687;77;"2020-05-09 12:50:00"
"Ireland";"2020-04-21";16040;388;6077;730;43;"2020-05-09 12:50:00"
"Ireland";"2020-04-22";16671;631;6669;769;39;"2020-05-09 12:50:00"
"Ireland";"2020-04-23";17607;936;7580;794;25;"2020-05-09 12:50:00"
"Ireland";"2020-04-24";18184;577;7937;1014;220;"2020-05-09 12:50:00"
"Ireland";"2020-04-25";18561;377;8265;1063;49;"2020-05-09 12:50:00"
"Ireland";"2020-04-26";19262;701;8942;1087;24;"2020-05-09 12:50:00"
"Ireland";"2020-04-27";19648;386;9313;1102;15;"2020-05-09 12:50:00"
"Ireland";"2020-04-28";19877;229;9485;1159;57;"2020-05-09 12:50:00"
"Ireland";"2020-04-29";20253;376;5677;1190;31;"2020-05-09 12:50:00"
"Ireland";"2020-04-30";20612;359;5994;1232;42;"2020-05-09 12:50:00"
"Ireland";"2020-05-01";20833;221;6182;1265;33;"2020-05-09 12:50:00"
"Ireland";"2020-05-02";21176;343;6504;1286;21;"2020-05-09 12:50:00"
"Ireland";"2020-05-03";21506;330;6817;1303;17;"2020-05-09 12:50:00"
"Ireland";"2020-05-04";21772;266;7067;1319;16;"2020-05-09 12:50:00"
"Ireland";"2020-05-05";21983;211;7258;1339;20;"2020-05-09 12:50:00"
"Ireland";"2020-05-06";22248;265;3763;1375;36;"2020-05-09 12:50:00"
"Ireland";"2020-05-07";22385;137;3872;1403;28;"2020-05-09 12:50:00"
"Ireland";"2020-05-08";22541;156;4002;1429;26;"2020-05-09 12:50:00"
"Portugal";"2020-02-15";0;0;0;0;0;"2020-05-09 12:50:00"
"Portugal";"2020-02-16";0;0;0;0;0;"2020-05-09 12:50:00"
"Portugal";"2020-02-17";0;0;0;0;0;"2020-05-09 12:50:00"
"Portugal";"2020-02-18";0;0;0;0;0;"2020-05-09 12:50:00"
"Portugal";"2020-02-19";0;0;0;0;0;"2020-05-09 12:50:00"
"Portugal";"2020-02-20";0;0;0;0;0;"2020-05-09 12:50:00"
"Portugal";"2020-02-21";0;0;0;0;0;"2020-05-09 12:50:00"
"Portugal";"2020-02-22";0;0;0;0;0;"2020-05-09 12:50:00"
"Portugal";"2020-02-23";0;0;0;0;0;"2020-05-09 12:50:00"
"Portugal";"2020-02-24";0;0;0;0;0;"2020-05-09 12:50:00"
"Portugal";"2020-02-25";0;0;0;0;0;"2020-05-09 12:50:00"
"Portugal";"2020-02-26";0;0;0;0;0;"2020-05-09 12:50:00"
"Portugal";"2020-02-27";0;0;0;0;0;"2020-05-09 12:50:00"
"Portugal";"2020-02-28";0;0;0;0;0;"2020-05-09 12:50:00"
"Portugal";"2020-02-29";0;0;0;0;0;"2020-05-09 12:50:00"
"Portugal";"2020-03-01";0;0;0;0;0;"2020-05-09 12:50:00"
"Portugal";"2020-03-02";2;0;2;0;0;"2020-05-09 12:50:00"
"Portugal";"2020-03-03";4;2;4;0;0;"2020-05-09 12:50:00"
"Portugal";"2020-03-04";6;2;6;0;0;"2020-05-09 12:50:00"
"Portugal";"2020-03-05";9;3;9;0;0;"2020-05-09 12:50:00"
"Portugal";"2020-03-06";13;4;13;0;0;"2020-05-09 12:50:00"
"Portugal";"2020-03-07";21;8;21;0;0;"2020-05-09 12:50:00"
"Portugal";"2020-03-08";30;9;30;0;0;"2020-05-09 12:50:00"
"Portugal";"2020-03-09";39;9;39;0;0;"2020-05-09 12:50:00"
"Portugal";"2020-03-10";41;2;41;0;0;"2020-05-09 12:50:00"
"Portugal";"2020-03-11";61;20;61;0;0;"2020-05-09 12:50:00"
"Portugal";"2020-03-12";78;17;77;0;0;"2020-05-09 12:50:00"
"Portugal";"2020-03-13";112;34;111;0;0;"2020-05-09 12:50:00"
"Portugal";"2020-03-14";169;57;167;0;0;"2020-05-09 12:50:00"
"Portugal";"2020-03-15";245;76;242;0;0;"2020-05-09 12:50:00"
"Portugal";"2020-03-16";331;86;327;1;1;"2020-05-09 12:50:00"
"Portugal";"2020-03-17";448;117;444;1;0;"2020-05-09 12:50:00"
"Portugal";"2020-03-18";642;194;636;2;1;"2020-05-09 12:50:00"
"Portugal";"2020-03-19";786;144;778;4;2;"2020-05-09 12:50:00"
"Portugal";"2020-03-20";1020;234;1009;6;2;"2020-05-09 12:50:00"
"Portugal";"2020-03-21";1280;260;1263;12;6;"2020-05-09 12:50:00"
"Portugal";"2020-03-22";1600;320;1581;14;2;"2020-05-09 12:50:00"
"Portugal";"2020-03-23";2060;460;2023;23;9;"2020-05-09 12:50:00"
"Portugal";"2020-03-24";2362;302;2307;33;10;"2020-05-09 12:50:00"
"Portugal";"2020-03-25";2995;633;2930;43;10;"2020-05-09 12:50:00"
"Portugal";"2020-03-26";3544;549;3441;60;17;"2020-05-09 12:50:00"
"Portugal";"2020-03-27";4268;724;4149;76;16;"2020-05-09 12:50:00"
"Portugal";"2020-03-28";5170;902;5027;100;24;"2020-05-09 12:50:00"
"Portugal";"2020-03-29";5962;792;5800;119;19;"2020-05-09 12:50:00"
"Portugal";"2020-03-30";6408;446;6225;140;21;"2020-05-09 12:50:00"
"Portugal";"2020-03-31";7443;1035;7240;160;20;"2020-05-09 12:50:00"
"Portugal";"2020-04-01";8251;808;8021;187;27;"2020-05-09 12:50:00"
"Portugal";"2020-04-02";9034;783;8757;209;22;"2020-05-09 12:50:00"
"Portugal";"2020-04-03";9886;852;9572;246;37;"2020-05-09 12:50:00"
"Portugal";"2020-04-04";10524;638;10183;266;20;"2020-05-09 12:50:00"
"Portugal";"2020-04-05";11278;754;10908;295;29;"2020-05-09 12:50:00"
"Portugal";"2020-04-06";11730;452;11279;311;16;"2020-05-09 12:50:00"
"Portugal";"2020-04-07";12442;712;11913;345;34;"2020-05-09 12:50:00"
"Portugal";"2020-04-08";13141;699;12565;380;35;"2020-05-09 12:50:00"
"Portugal";"2020-04-09";13956;815;13342;409;29;"2020-05-09 12:50:00"
"Portugal";"2020-04-10";15472;1516;14804;435;26;"2020-05-09 12:50:00"
"Portugal";"2020-04-11";15987;515;15251;470;35;"2020-05-09 12:50:00"
"Portugal";"2020-04-12";16585;598;15804;504;34;"2020-05-09 12:50:00"
"Portugal";"2020-04-13";16934;349;16122;535;31;"2020-05-09 12:50:00"
"Portugal";"2020-04-14";17448;514;16534;567;32;"2020-05-09 12:50:00"
"Portugal";"2020-04-15";18091;643;17109;599;32;"2020-05-09 12:50:00"
"Portugal";"2020-04-16";18841;750;17719;629;30;"2020-05-09 12:50:00"
"Portugal";"2020-04-17";19022;181;17846;657;28;"2020-05-09 12:50:00"
"Portugal";"2020-04-18";19685;663;18388;687;30;"2020-05-09 12:50:00"
"Portugal";"2020-04-19";20206;521;18882;714;27;"2020-05-09 12:50:00"
"Portugal";"2020-04-20";20863;657;19518;735;21;"2020-05-09 12:50:00"
"Portugal";"2020-04-21";21379;516;19700;762;27;"2020-05-09 12:50:00"
"Portugal";"2020-04-22";21982;603;20054;785;23;"2020-05-09 12:50:00"
"Portugal";"2020-04-23";22353;371;20332;820;35;"2020-05-09 12:50:00"
